problem_id,problem_title,problem_solved,category,submit_id,user_id,result,memory,time,language,code
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91569010,elly3385,맞았습니다!!,32412,36,Python 3,"A, B = input().split()
A = int(A)
B = int(B)
if A > 0 and B < 10:
    print(A + B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91568955,jun20091027,맞았습니다!!,32412,40,Python 3,"a,b = map(int,input().split())
print(a + b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91568942,jun20091027,런타임 에러 (ValueError),,,Python 3,"a,b = map(int,input())
print(a + b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91568468,parzibal,맞았습니다!!,32412,36,Python 3,"A, B = map(int, input().split())

print(A + B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91568245,justward,맞았습니다!!,32412,36,Python 3,"A,B= input().split()
print(int(A)+int(B))"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91568242,sungbin05,런타임 에러 (ValueError),,,Python 3,"a = int(input())
b = int(input())

c= a + b

print(c)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91568229,sungbin05,런타임 에러 (ValueError),,,Python 3,"a = int(input())
b = int(input())

c= a + b

print(c)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91568217,saejun0117,런타임 에러 (EOFError),,,Python 3,"A = input()
B = input()
print(A+B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91568171,rmrqhr17,맞았습니다!!,32412,40,Python 3,"a, b = map(int, input().split())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91568121,kkigon,런타임 에러 (ModuleNotFoundError),,,PyPy3,"import numpy as np
a, b = map(int, input().split())
a = np.array(a)
b = np.array(b)
print(a+b[0])"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91567918,ahyoung0511,런타임 에러 (ValueError),,,PyPy3,"a = int(input())
b = int(input())
c = a+b
print(c)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91567862,ahyoung0511,런타임 에러 (ValueError),,,Python 3,"a = int(input())
b = int(input())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91567117,youjun0411,컴파일 에러,,,PyPy3,"#include <stdio.h>
int main() {
    int a, b;
    scanf(""%d %d"",&a,&b);
    printf(""%d\n"",a+b);
    return 0;
}"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91567093,youjun0411,컴파일 에러,,,PyPy3,"#include <stdio.h>
int main() {
    int a, b;
    scanf(""%d %d"",&a,&b);
    printf(""%d\n"",a+b);
    return 0;
}"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91566928,heeya2,맞았습니다!!,32412,36,Python 3,"A, B = map(int, input().split())
print(A + B) "
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91566799,choimj0617,맞았습니다!!,32412,40,Python 3,"a, b = map(int, input().split())

print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91566736,pyorim,틀렸습니다,,,Python 3,"""2+3"""
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91565605,lskxw,맞았습니다!!,32412,44,Python 3,"fst, scd = map(int, input().split())
print(fst+scd)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91565364,pythonalism,맞았습니다!!,32412,44,Python 3,"a,b = map(int,input().split())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91564909,asdm1024,맞았습니다!!,32412,40,Python 3,"A, B = map(int, input().split())
print(A + B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91564791,deftkt,맞았습니다!!,32412,40,Python 3,"a,b = map(int,input().split())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91564699,hyinesian,맞았습니다!!,32412,36,Python 3,"a, b = map(int, input().split())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91564472,gksdid,맞았습니다!!,32412,48,Python 3,"a, b = map(int, input().split())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91564226,lofoxy,런타임 에러 (NameError),,,Python 3,"input = a
input = b
print('%d',a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91564085,kevin060729,런타임 에러 (ValueError),,,Python 3,"A = int(input(""A값을 입력하시오:""))

B = int(input(""B값을 입력하시오:""))

result = A + B

print(""A + B :"",result)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91564043,kevin060729,런타임 에러 (ValueError),,,Python 3,"A = int(input(""A값을 입력하시오:""))

B = int(input(""B값을 입력하시오:""))

result = A + B

print(""A + B :"",result)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91563951,skiteon,컴파일 에러,,,Python 3," A = input(""A"");
    B = input(""B"");
    printf(A+B);
    "
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91563211,tlsgmlcks73,맞았습니다!!,32412,44,Python 3,"a, b = map(int, input().split())

print(a + b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91563080,daisybell,런타임 에러 (ValueError),,,Python 3,"A = int(input(''))
B = int(input(''))
print(A + B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91562991,tlsgmlcks73,런타임 에러 (ValueError),,,Python 3,"n1 = int(input())
n2 = int(input())

print(n1 + n2)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91562864,daisybell,틀렸습니다,,,Python 3,"A = 1
B = 2
print(A + B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91562524,kmsms3653,맞았습니다!!,32544,40,Python 3,"A,B= map(int, input().split())
print(A+B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91562449,ynch213,맞았습니다!!,32412,44,Python 3,"a,b = input().split()
print(int(a)+int(b))"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91562298,ynch213,런타임 에러 (EOFError),,,Python 3,"a=input()
b=input()

print(int(a)+int(b))"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91562287,ynch213,런타임 에러 (NameError),,,Python 3,"a=intput()
b=input()

print(int(a)+int(b))"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91562273,ynch213,런타임 에러 (NameError),,,Python 3,"a=intput()
b=input()
print(int(a)+int(b))"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91562268,squidward_tentacles,맞았습니다!!,32412,40,Python 3,"A,B = input().split()
print(int(A)+int(B))"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91562239,kmsms3653,틀렸습니다,,,Python 3,"A = 1
B = 2
print(A+B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91562203,squidward_tentacles,런타임 에러 (NameError),,,Python 3,"A,B = input(),split()
print(int(A)+int(B))"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91562139,squidward_tentacles,런타임 에러 (NameError),,,Python 3,"A, B = input(),split()
print(int(A)+int(B))"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91562125,squidward_tentacles,런타임 에러 (NameError),,,Python 3,"A, B = input(), split()
print(int(A)+int(B))"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91562094,ysk0917,맞았습니다!!,32412,40,Python 3,"A, B = input().split()
print(int(A) + int(B))"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91562085,ysk0917,컴파일 에러,,,Python 3,"A, B = input().split()
return int(A) + int(B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91562009,squidward_tentacles,런타임 에러 (NameError),,,Python 3,"A, B = map(int, input(), split())
print(A+B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91561771,squidward_tentacles,런타임 에러 (ValueError),,,Python 3,"A = int(input())
B = int(input())

print(A+B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91561297,seungmin207,런타임 에러 (TypeError),,,Python 3,"a, b =map(int, input().split)
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91561246,seungmin207,틀렸습니다,,,Python 3,"a, b = input().split()
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91561167,kiheon0322,맞았습니다!!,32412,40,Python 3,"a,b =map(int,input().split())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91561103,kiheon0322,런타임 에러 (ValueError),,,Python 3,"a, b = input()
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91560902,i89oi89o,맞았습니다!!,32412,40,Python 3,"a, b = input().split()
a = int(a)
b = int(b)
print(a + b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91560725,tomhhh,맞았습니다!!,32412,44,Python 3,"import sys
input=sys.stdin.readline

a,b=map(int,input().split())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91560167,kdh1jkm,맞았습니다!!,32412,44,Python 3,"a, b = map(int, input().split())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91560144,kdh1jkm,틀렸습니다,,,Python 3,"a, b = map(int, input().split())
print(a, b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91560066,eve_time,맞았습니다!!,32544,40,Python 3,"a, b = map(int, input().split())
print('error' if a<=0 or b>=10 else a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91559953,1000failol,런타임 에러 (ValueError),,,Python 3,"a = list(int(input()))

print(a[0] + a[1])"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91559854,1000failol,런타임 에러 (EOFError),,,Python 3,"a = input()
b = input()
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91559836,1000failol,틀렸습니다,,,Python 3,"a = input()
print(a[0] + a[1])"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91559270,namil101,런타임 에러 (TypeError),,,Python 3,"a, b = map(int, input().split)
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91559244,chan_0809,맞았습니다!!,32412,44,Python 3,"a, b = map(int, input().split())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91559175,chan_0809,런타임 에러 (NameError),,,Python 3,print(A+B)
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91558770,ooooo151515,맞았습니다!!,32412,36,Python 3,"a, b = map(int, input().split())
print(a+b)
    "
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91558591,ooooo151515,맞았습니다!!,32412,40,Python 3,"a, b = map(int, input().split())
print(a + b)
"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91558561,ooooo151515,틀렸습니다,,,Python 3,"try:
    a = int(input())
    b = int(input())
    print(a + b)
except ValueError:
    print(""숫자를 입력해야 한다!!"")
"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91558551,ooooo151515,런타임 에러 (ValueError),,,Python 3,"try:
    a = int(input())
    b = int(input())
    print(a + b)
except EOFError:
    print(""입력이 예상보다 빨리 종료되었다!!"")
"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91558500,ooooo151515,런타임 에러 (EOFError),,,Python 3,"a=input()
b=input()
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91558410,ooooo151515,런타임 에러 (ValueError),,,Python 3,"a = int(input())
b = int(input())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91558300,kihywoo,틀렸습니다,,,Python 3,"A = 1
B = 2
print(A+B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91558271,kihywoo,런타임 에러 (ValueError),,,Python 3,"A = int(input(""""))
B = int(input(""""))

if A >0 and B < 10:
    print(A+B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91558232,kihywoo,틀렸습니다,,,Python 3,"A = 1
B = 2
print(A+B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91558211,kihywoo,런타임 에러 (ValueError),,,Python 3,"A = int(input(""""))
B = int(input(""""))

print(A+B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91557913,hojooni0322,맞았습니다!!,32412,44,Python 3,"a, b = map(int, input().split())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91557339,jumaja,맞았습니다!!,32412,40,Python 3,"A, B = input().split()
a = int(A)
b = int(B)
print(a + b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91557132,ketarubot,맞았습니다!!,32412,36,Python 3,"a, b = map(int, input().split())
print(a + b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91556963,jihu,런타임 에러 (ValueError),,,Python 3,"a = int(input(""""))
b = int(input(""""))
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91556945,jihu,컴파일 에러,,,Python 3,"a = int(input(""""))
b = int(input(""""))
        print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91556712,s2ungjae,맞았습니다!!,32412,40,Python 3,"a, b = map(int, input().split())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91556706,s2ungjae,틀렸습니다,,,Python 3,"def solution(num1, num2):
    anwser = 0
    
    answer = num1 + num2
    
    return answer"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91556497,movegun99,맞았습니다!!,32412,32,Python 3,"a, b= map(int, input().split())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91555611,blue11,컴파일 에러,,,Python 3,"A = -1, B = 3
print(int(A + B))"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91555588,blue11,틀렸습니다,,,Python 3,"A = 1
B = 2
print(A + B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91555159,25010627,컴파일 에러,,,Python 3,"A=1, B=2
print(A+B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91555149,25010627,틀렸습니다,,,Python 3,"A=1
B=2
print(A+B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91554506,young0607,맞았습니다!!,32412,40,Python 3,"a, b = map(int, input().split())
if a > 0 and b < 10:
  print(a + b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91553801,han54264854,런타임 에러 (TypeError),,,Python 3,"a,b = int(input().split())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91553719,wjdtnqkrwjdtn,틀렸습니다,,,Python 3,"#첫째 줄에 A와 B가 주어진다. (0 < A, B < 10)
A = 10
B = 5
    
print(A+B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91553622,wjdtnqkrwjdtn,틀렸습니다,,,Python 3,"#두 정수 A와 B를 입력받은 다음, A+B를 출력하는 프로그램을 작성하시오.

a = 10
b = 20
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91553081,mongkiki00,맞았습니다!!,32412,36,Python 3,"a, b = map(int, input().split())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91552619,droi1209,맞았습니다!!,32412,40,Python 3,"A, B = map(int, input().split())

print(A+B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91551903,tnwnsdl1234,맞았습니다!!,32412,36,Python 3,"a, b = map(int, input().split())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91551773,ps1520,맞았습니다!!,32412,36,Python 3,"A, B = map(int, input().split())
print(A + B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91551588,yong060309,맞았습니다!!,32412,40,Python 3,"a,b = map(int, input().split())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91551228,changju0911,맞았습니다!!,32412,32,Python 3,"A, B = input().split()
print(int(A)+int(B))"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91551205,changju0911,컴파일 에러,,,Python 3,"A=int(input())
B=int(input())
pirnt(int(A+int(B))"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91551198,superkim0610,맞았습니다!!,32412,40,Python 3,"i = input()
a = int(i[0])
b = int(i[2])
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91551182,rmrqhr17,틀렸습니다,,,Python 3,"A=1
B=2
print(A+B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91551109,rmrqhr17,틀렸습니다,,,Python 3,"a=1
b=2
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91551100,changju0911,런타임 에러 (ValueError),,,Python 3,"A=int(input())
B=int(input())
pirnt(int(A+B))"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91551090,rmrqhr17,틀렸습니다,,,Python 3,"a=1
b=2
a+b"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91551011,changju0911,런타임 에러 (ValueError),,,Python 3,"A=int(input())
B=int(input())
print(A+B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91550908,superkim0610,런타임 에러 (ValueError),,,Python 3,"A=int(input())
B=int(input())
print(A+B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91550906,yujaeik,맞았습니다!!,32412,36,Python 3,"a, b = map(int, input().split())
print(a + b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91550884,changju0911,런타임 에러 (ValueError),,,Python 3,"A=int(input())
B=int(input())
print(A+B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91550510,tsh,맞았습니다!!,32412,40,Python 3,"num1, num2 = input().split("" "")
print(int(num1) + int(num2))
"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91550400,tsh,런타임 에러 (ValueError),,,Python 3,"num1 = int(input())
num2 = int(input())
print(num1+num2)
"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91550323,luck2u,맞았습니다!!,32412,36,Python 3,"a, b = input().split()

a = int(a)
b = int(b)

print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91549676,minddonyy,맞았습니다!!,32412,36,Python 3,"A,B = map(int, input().split())
print(A+B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91549671,jjhh3300,맞았습니다!!,32412,36,Python 3,"A, B = map(int, input().split())
print(A + B)
"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91549158,cooing1030,맞았습니다!!,32412,36,Python 3,"A, B = map(int, input().split())
print(A + B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91549145,taegwon04,맞았습니다!!,32412,44,Python 3,"a,b = input().split()
a = int(a)
b= int(b)

print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91548901,cooing1030,틀렸습니다,,,Python 3,"A, B = map(int, input().split())
print(A, B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91548591,cooing1030,런타임 에러 (ValueError),,,Python 3,"A = int(input())
B = int(input())
print(A + B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91548436,cooing1030,런타임 에러 (ValueError),,,Python 3,"a = int(input())
b = int(input())
print(a + b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91548306,cooing1030,런타임 에러 (ValueError),,,Python 3,"a = int(input())
b = int(input())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91548173,cooing1030,런타임 에러 (ValueError),,,Python 3,"a = int(input())
b = int(intput())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91548055,yigzo,맞았습니다!!,32544,40,Python 3,"print(eval(input().replace(' ','+')))"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91548051,cooing1030,런타임 에러 (EOFError),,,Python 3,"a = input(int())
b = input(int())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91547832,cooing1030,런타임 에러 (EOFError),,,Python 3,"a = input(int())
b = input(int())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91547812,symmons,맞았습니다!!,32412,40,Python 3,"a,b = map(int, input().split())

print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91547794,cooing1030,런타임 에러 (EOFError),,,Python 3,"a = input(int())
b = input(int())
input(a)
input(b)
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91547684,id06sms,맞았습니다!!,32412,36,Python 3,"a, b = map(int, input().split())
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91547522,cooing1030,컴파일 에러,,,Python 3,"int a;
int b;
input(a)
input(b)
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91547305,chonhy1,맞았습니다!!,32412,32,Python 3,"a, b = map(int, input().split())
print(a + b)
"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91547106,chonhy1,런타임 에러 (ValueError),,,Python 3,"a, b = input().split("""")

print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91546601,u_nustella,맞았습니다!!,32544,36,Python 3,"def main():
    a, b = map(int, input().split())
    print(a + b)

if __name__ == '__main__':
    main()"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91546420,dsdkk123,틀렸습니다,,,Python 3,"A = 1
B = 2
print(A+B)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91546386,dsdkk123,틀렸습니다,,,Python 3,"a = 1
b = 2
print(a+b)"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91546371,dkdleldj,맞았습니다!!,32412,40,Python 3,"A, B = map(int, input().split())
print(A + B)
"
 1000번,A+B,38.554%,"수학, 구현, 사칙연산",91546175,dkdleldj,런타임 에러 (ValueError),,,Python 3,"# 입력 값의 조건 안내
print(""A는 0보다 큰 정수여야 하고, B는 10보다 작은 정수여야 합니다."")

# 조건에 맞는 A 값을 입력받기
while True:
    A = int(input(""A를 입력하세요: ""))
    if A > 0:
        break

# 조건에 맞는 B 값을 입력받기
while True:
    B = int(input(""B를 입력하세요: ""))
    if B < 10:
        break

# A + B 출력
print(""A + B ="", A + B)"
